,id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
34,35,0.977762,0.481937,0.996769,-0.290897,-0.685804,-0.029083,1.173054,0.256089,-0.444547,-0.704928,13.644178,-19.313909
646,647,-0.855729,1.833093,0.461352,-1.490618,-1.342716,-0.877403,-0.024151,1.285954,-0.863105,-1.256089,23.730192,-14.012763
834,835,1.711159,0.538235,0.520842,-0.417184,-0.208049,0.442206,0.116696,0.713807,-0.324959,0.121813,13.133883,-19.596098
44,45,-0.855729,-0.644027,-1.323375,0.466821,0.389144,0.159432,-1.221357,-1.117065,1.229683,0.535184,4.109496,-7.767622
417,418,0.519389,0.538235,0.639824,-1.238045,-0.685804,-0.688887,1.173054,0.427733,-0.504341,-0.222662,14.742644,-18.765631
714,715,1.161111,0.707129,0.401861,-0.922329,-1.521874,0.159432,1.173054,0.599377,-1.042487,-0.222662,15.453033,-18.39898
564,565,-0.214007,1.270111,1.353715,-1.616904,-0.9844,-0.311856,0.53924,1.514813,-1.162075,-1.324984,21.714015,-15.099125
545,546,-0.764055,0.98862,1.353715,-1.490618,-1.342716,-0.311856,1.736445,0.599377,-1.221869,-0.704928,17.984362,-17.082773
226,227,-0.305682,-0.812921,-0.668975,1.350826,0.448863,0.347948,-0.587542,-0.773776,0.691538,1.43082,5.796924,-10.859604
694,695,-0.030658,-0.925518,-0.371521,0.908824,0.448863,0.819237,-0.446694,-0.487703,0.751332,0.810764,5.802551,-10.866167
441,442,-0.489031,-0.981816,-0.96643,0.466821,1.523811,0.159432,-1.925595,-1.288709,1.409065,-0.980509,3.158615,-5.951858
210,211,2.352881,0.932322,1.115751,-0.164611,-0.745523,0.630721,1.313902,0.198874,-0.324959,-0.084872,14.290372,-18.996343
582,583,-0.489031,-1.094412,-0.787957,0.466821,1.105775,0.536463,-0.587542,-1.117065,1.648241,0.879659,4.297637,-8.079912
499,500,-0.489031,1.270111,0.223388,-1.301188,-1.282997,-1.442949,0.257544,1.858102,-1.102281,-1.462774,26.32013,-12.64478
277,278,2.261206,0.763428,0.699315,-0.417184,-0.566365,0.724979,1.173054,0.02723,-0.564135,0.259603,13.365844,-19.463193
187,188,0.702738,-0.869219,-0.193048,0.782537,0.866898,0.819237,-0.446694,-1.05985,0.631744,1.637506,8.452936,-15.792492
839,840,-0.489031,-1.094412,-1.68032,1.287683,0.448863,0.536463,-1.362204,-1.231494,1.528653,0.190708,6.951827,-12.984179
262,263,-2.047499,1.720497,0.580333,-1.553761,-1.223277,-0.783145,0.116696,1.514813,-1.162075,-1.256089,22.518297,-14.675053
382,383,-0.764055,-1.488499,-1.085412,0.719394,0.508582,-1.160176,-0.869237,-1.345924,1.289477,0.741869,2.674175,-5.041856
871,872,-0.489031,-0.925518,-1.085412,0.593108,1.284933,0.065175,-1.080509,-1.288709,1.289477,0.948555,4.870098,-9.142303
70,71,-0.580706,1.270111,0.401861,-1.427475,-1.521874,-1.725722,0.327968,2.029746,-0.982693,-1.118299,25.436759,-13.121394
